iter	Passed	Remaining
1455	69861	2111
1456	69899	2062
1457	69927	2014
1458	69956	1965
1459	69999	1917
1460	70057	1870
1461	70089	1821
1462	70119	1773
1463	70149	1724
1464	70200	1677
1465	70260	1629
1466	70292	1581
1467	70342	1533
1468	70395	1485
1469	70452	1437
1470	70504	1389
1471	70536	1341
1472	70574	1293
1473	70618	1245
1474	70670	1197
1475	70712	1149
1476	70743	1101
1477	70794	1053
1478	70850	1005
1479	70902	958
1480	70950	910
1481	71000	862
1482	71055	814
1483	71107	766
1484	71137	718
1485	71184	670
1486	71245	622
1487	71289	574
1488	71340	527
1489	71389	479
1490	71433	431
1491	71482	383
1492	71536	335
1493	71586	287
1494	71632	239
1495	71687	191
1496	71728	143
1497	71772	95
1498	71808	47
1499	71856	0
